log_size,precomp,c,msm_time(ms)
22.0,22.0,18.0,103.129
22.0,22.0,19.0,102.203
22.0,22.0,20.0,93.345
22.0,22.0,21.0,102.861
22.0,22.0,22.0,111.751
22.0,22.0,23.0,10487.654
22.0,23.0,9.0,11431.828
22.0,23.0,10.0,3682.837
22.0,23.0,11.0,580.464
22.0,23.0,12.0,631.624
22.0,23.0,13.0,589.652
22.0,23.0,14.0,373.225
22.0,23.0,15.0,125.523
22.0,23.0,16.0,117.51
22.0,23.0,17.0,109.489
22.0,23.0,18.0,131.076
22.0,23.0,19.0,105.611
22.0,23.0,20.0,100.714
22.0,23.0,21.0,100.122
22.0,23.0,22.0,103.57
22.0,23.0,23.0,10502.34
22.0,24.0,9.0,11435.334
22.0,24.0,10.0,3676.72
22.0,24.0,11.0,709.172
22.0,24.0,12.0,637.261
22.0,24.0,13.0,584.768
22.0,24.0,14.0,375.709
22.0,24.0,15.0,123.111
22.0,24.0,16.0,117.176
22.0,24.0,17.0,112.818
22.0,24.0,18.0,107.044
22.0,24.0,19.0,104.533
22.0,24.0,20.0,96.215
22.0,24.0,21.0,105.213
22.0,24.0,22.0,100.722
22.0,24.0,23.0,10485.271
